bairro;mun;qt_den 
TAMOIS;CABO FRIO;2;
UNANAR;CABO FRIO;1;
CAICARAS;CABO FRIO;2;
PRAIA DO SIQUEIRA;CABO FRIO;13;
MALIBU;CABO FRIO;2;
PORTO DA ALDEIA;CABO FRIO;1;
GUARANI;CABO FRIO;6;
VIANTEIRO;CABO FRIO;1;
PORTO DO CARMO;CABO FRIO;2;
OGIVA;CABO FRIO;16;
ITAJURU;CABO FRIO;16;
AQUARIOS;CABO FRIO;45;
COROA GRANDE;CABO FRIO;2;
CENTRO HIPICO;CABO FRIO;70;
GAMBOA;CABO FRIO;6;
PORTO DO CARRO;CABO FRIO;62;
SAO JACINTO;CABO FRIO;1;
ALTO DA RASA;CABO FRIO;1;
SAMBURA;CABO FRIO;4;
MANOEL CORREIA;CABO FRIO;4;
BOUGAINVILLE;CABO FRIO;1;
DUNAS;CABO FRIO;2;
CAMINHO DE BUZIOS;CABO FRIO;15;
ILHA DA DRAGA;CABO FRIO;1;
PRAIA DO FORTE;CABO FRIO;1;
PORTO DO CABO;CABO FRIO;1;
AQUARIA;CABO FRIO;1;
ALTO DA RAZA;CABO FRIO;1;
RESERVA DO PERO;CABO FRIO;8;
BAHIA FORMOSA;CABO FRIO;1;
ESCORRE SANGUE;CABO FRIO;1;
SAO PEDRO ALDEIA;CABO FRIO;1;
JACARE;CABO FRIO;28;
BRAGA;CABO FRIO;15;
UMAMA;CABO FRIO;1;
BOCA DO MATO;CABO FRIO;11;
PORTINHO;CABO FRIO;8;
CAMINHO VERDE;CABO FRIO;1;
COSMOS;CABO FRIO;1;
MANGUINHOS;CABO FRIO;1;
PERYNAS;CABO FRIO;1;
BOSQUE DO PERO;CABO FRIO;3;
CANAAN;CABO FRIO;2;
FIGUEIRAS;CABO FRIO;1;
CAJUEIRO;CABO FRIO;12;
PEROLA;CABO FRIO;1;
PASSAGEM;CABO FRIO;14;
HUNAMA;CABO FRIO;1;
VINHATEIRO;CABO FRIO;5;
PRAINHA;CABO FRIO;1;
BOM PASTOR;VIRGINOPOLIS;1;
PATRIMONIO DE SAO RAIMUNDO;DORES DO RIO PRETO;1;
CANTAO;BARRA DO PIRAI;1;
CHALET;BARRA DO PIRAI;2;
MENDES;BARRA DO PIRAI;1;
VILA NOVA;BARRA DO PIRAI;1;
JACARE;BARRA DO PIRAI;1;
CALIFORNIA;BARRA DO PIRAI;8;
BELVEDERE DA TAQUARA;BARRA DO PIRAI;3;
MUQUECA;BARRA DO PIRAI;4;
IMABRIE;BARRA DO PIRAI;1;
CERAMICA UNIAO;BARRA DO PIRAI;1;
COIMBRA;BARRA DO PIRAI;1;
VARJAO;BARRA DO PIRAI;1;
COSMOS;BARRA DO PIRAI;1;
SACRA FAMILIA DO TINGUA;BARRA DO PIRAI;1;
BAIRRO DE FATIMA;BARRA DO PIRAI;1;
PARQUE SANTANA;BARRA DO PIRAI;1;
MATADOURO;BARRA DO PIRAI;4;
VARGEM ALEGRE;BARRA DO PIRAI;3;
CENTRO;BARRA DO PIRAI;23;
QUIMICA;BARRA DO PIRAI;16;
RODEIO;BARRA DO PIRAI;1;
CAICARA;BARRA DO PIRAI;1;
AREAL;BARRA DO PIRAI;4;
VARGEM GRANDE;BARRA DO PIRAI;1;
ROSEIRA;BARRA DO PIRAI;7;
IPIABAS;BARRA DO PIRAI;1;
OFICINA VELHA;BARRA DO PIRAI;6;
CENTRO;ESMERALDAS;1;
DOUTOR THOUZET;TERESOPOLIS;1;
PIMENTEIRAS;TERESOPOLIS;4;
ERMITAGEM;TERESOPOLIS;2;
ROSARIO;TERESOPOLIS;5;
QUEBRA FRASCO;TERESOPOLIS;1;
VARZEA;TERESOPOLIS;56;
TIJUCA;TERESOPOLIS;11;
PARQUE DAS AGUAS;TERESOPOLIS;1;
GRANJA GUARANI;TERESOPOLIS;16;
JARDIM MELDON;TERESOPOLIS;1;
FAZENDINHA;TERESOPOLIS;1;
CITROLANDIA;TERESOPOLIS;1;
ITAIPAVA;TERESOPOLIS;1;
CORTA VENTO;TERESOPOLIS;13;
ILHA DO CACHANGA;TERESOPOLIS;1;
PIMENTEIRO;TERESOPOLIS;1;
SANTA CECILIA;TERESOPOLIS;14;
GOLFE;TERESOPOLIS;5;
POSSE;TERESOPOLIS;14;
CRUZEIRO;TERESOPOLIS;16;
CACHANGA;TERESOPOLIS;1;
PROVIDENCIA;TERESOPOLIS;1;
PECEGUEIROS;TERESOPOLIS;1;
AGUA QUENTE;TERESOPOLIS;2;
VALE DO QUEBRA VIDRO;TERESOPOLIS;1;
GRANJA FLORESTAL;TERESOPOLIS;15;
PESSEGUEIROS;TERESOPOLIS;6;
BAIRRO DOS FUNCIONARIOS;TERESOPOLIS;1;
FISHER;TERESOPOLIS;1;
BARROSO;TERESOPOLIS;3;
ALTO;TERESOPOLIS;46;
PIMENTEL;TERESOPOLIS;1;
BEIRA LINHA;TERESOPOLIS;3;
ALBUQUERQUE;TERESOPOLIS;29;
CALEME;TERESOPOLIS;2;
VALE DA REVOLTA;TERESOPOLIS;2;
MEUDON;TERESOPOLIS;14;
MEUDOM;TERESOPOLIS;2;
COMARY;TERESOPOLIS;1;
SAO PEDRO;TERESOPOLIS;44;
PAINEIRAS;TERESOPOLIS;6;
COMARI;TERESOPOLIS;2;
QUINTA DO LEBRAO;TERESOPOLIS;13;
FATIMA;TERESOPOLIS;1;
QUINTA LEBLON;TERESOPOLIS;1;
COERREGO SUJO;TERESOPOLIS;1;
IMBIU;TERESOPOLIS;2;
CENTRO;TERESOPOLIS;8;
PARQUE DO IMBUI;TERESOPOLIS;9;
VALE DO PARAISO;TERESOPOLIS;22;
TAUMATURGO;TERESOPOLIS;1;
ARARAS;TERESOPOLIS;5;
ARTISTAS;TERESOPOLIS;3;
BONSUCESSO;TERESOPOLIS;7;
VIANA;TERESOPOLIS;1;
ILHA CAXANGA;TERESOPOLIS;3;
BARRA;TERESOPOLIS;1;
MOTAS;TERESOPOLIS;1;
AGRIOES;TERESOPOLIS;6;
PRATA FISH;TERESOPOLIS;3;
CAMPANHA;TERESOPOLIS;2;
VIEIRA;TERESOPOLIS;3;
IMBUI;TERESOPOLIS;1;
IUCAS;TERESOPOLIS;2;
SALAPO;TERESOPOLIS;1;
PERPETUO;TERESOPOLIS;5;
NHUNGUACU;TERESOPOLIS;2;
ANTAS;TERESOPOLIS;1;
CAXANGA;TERESOPOLIS;1;
FONTE SANTA;TERESOPOLIS;16;
PAMPULHA;CATAGUASES;2;
SANTA MONICA;VILA VELHA;2;
SERRA;VILA VELHA;1;
RIO MARINHO;VILA VELHA;1;
ARIBIRI;VILA VELHA;1;
SAO TORQUATRO;VILA VELHA;1;
BARRA DO JUCU;VILA VELHA;2;
JABURUNA;VILA VELHA;1;
ITAPUA;VILA VELHA;3;
GLORIA;VILA VELHA;1;
MANDACARU;JEQUIE;1;
LISBOA;BELFORD ROXO;20;
JARDIM REDENTOR;BELFORD ROXO;603;
ELIOPOLES;BELFORD ROXO;1;
ITAIPU;BELFORD ROXO;68;
MUTIRAO;BELFORD ROXO;1;
JARDIM SILVANA;BELFORD ROXO;49;
MARIA;BELFORD ROXO;3;
GUARACIABA;BELFORD ROXO;1;
NOVA PIAN;BELFORD ROXO;13;
FIGUEIRA;BELFORD ROXO;1;
SITIO RETIRO FELIZ;BELFORD ROXO;464;
BANGU08/01/2014 16:15SHANGRILAR;BELFORD ROXO;1;
ITAPOA;BELFORD ROXO;2;
VILA SAO LUIS;BELFORD ROXO;43;
INTERLANDIA;BELFORD ROXO;10;
PRIMUS;BELFORD ROXO;1;
SANTA CECILIA;BELFORD ROXO;60;
APOLO DOZE;BELFORD ROXO;4;
WONNA;BELFORD ROXO;2;
SICELANDIA;BELFORD ROXO;2;
CHANGRILAR ROSA;BELFORD ROXO;1;
HONORIO;BELFORD ROXO;1;
JARDIM BOA VISTA;BELFORD ROXO;2;
DAS GRACAS;BELFORD ROXO;7;
VILA SANTO ANTONIO PRATA;BELFORD ROXO;355;
PARQUE BOA SORTE;BELFORD ROXO;100;
HITERLANDIA;BELFORD ROXO;636;
PIAN;BELFORD ROXO;93;
PIAM;BELFORD ROXO;481;
VONA;BELFORD ROXO;13;
VPAULINE;BELFORD ROXO;601;
BABI;BELFORD ROXO;69;
PINHAN;BELFORD ROXO;1;
SAO FRANCISCO;BELFORD ROXO;33;
ENGENHO PEQUENO;BELFORD ROXO;1;
GRACAS;BELFORD ROXO;208;
VASCO;BELFORD ROXO;9;
CICELANDIA;BELFORD ROXO;1;
FREI FABIANO;BELFORD ROXO;84;
CONDADO;BELFORD ROXO;1;
SAO VICENTE;BELFORD ROXO;36;
VALE DAS MAGUEIRAS;BELFORD ROXO;1;
ANHANGA;BELFORD ROXO;1;
NOVA GENERAL;BELFORD ROXO;1;
ITAPUA;BELFORD ROXO;4;
CALUNDU;BELFORD ROXO;1;
JAMBUI;BELFORD ROXO;26;
PARQUE SAO VICENTE;BELFORD ROXO;330;
BELFORD ROXO;BELFORD ROXO;95;
XANGRILA ROSA;BELFORD ROXO;1;
MIGUEL COUTO;BELFORD ROXO;124;
MALHAPAO;BELFORD ROXO;43;
MPIAN;BELFORD ROXO;1;
SANTA HELENA;BELFORD ROXO;17;
FARULA;BELFORD ROXO;1;
SHANGRI-LA ROSA;BELFORD ROXO;9;
CATELAR;BELFORD ROXO;1;
CHANGUILAR;BELFORD ROXO;1;
PARQUE DOS CALIFAS;BELFORD ROXO;259;
HELIOPOLILS;BELFORD ROXO;1;
VILA SANTA TEREZA;BELFORD ROXO;16;
JABOUR;BELFORD ROXO;1;
FLORESTA;BELFORD ROXO;3;
OUTEIRO;BELFORD ROXO;111;
NOVO ELDORADO;BELFORD ROXO;62;
SOLIDAO;BELFORD ROXO;5;
SARGENTO RONCALE;BELFORD ROXO;4;
JARDIM BRASIL;BELFORD ROXO;208;
FERREIRA;BELFORD ROXO;1;
NOSSA SENHORA DO CARMO;BELFORD ROXO;2;
GIDEAO DOIS;BELFORD ROXO;1;
SANTA TEREZA;BELFORD ROXO;28;
SAO JOSE;BELFORD ROXO;5;
JARDIM BOM PASTOR;BELFORD ROXO;2051;
ROSEIRAL;BELFORD ROXO;77;
HONA;BELFORD ROXO;1;
RETIRO CALICIAS;BELFORD ROXO;2;
VILA ENTRE RIOS;BELFORD ROXO;108;
PARQUE SANTA AMELIA;BELFORD ROXO;294;
RETIRO DAS CALISTAS;BELFORD ROXO;1;
IPERLAND;BELFORD ROXO;1;
RECANTUS;BELFORD ROXO;4;
ITAMBE;BELFORD ROXO;2;
PARQUE ROSEIRAL;BELFORD ROXO;222;
AREA BRANCA;BELFORD ROXO;25;
VILA JOAO RODRIGUES;BELFORD ROXO;65;
XAVANTE;BELFORD ROXO;18;
TRES SETAS;BELFORD ROXO;1;
BARRO VERMELHO;BELFORD ROXO;197;
HIBERLANDIA;BELFORD ROXO;1;
JARDIM DO IPE;BELFORD ROXO;44;
BANANEIRAS;BELFORD ROXO;1;
ALBUQUERQUE;BELFORD ROXO;26;
IDEAL DOIS;BELFORD ROXO;1;
CHAVANTES;BELFORD ROXO;3;
BENFICA;BELFORD ROXO;2;
PARQUE SAO BENTO;BELFORD ROXO;345;
JAQUEIRA;BELFORD ROXO;1;
HELIOPOLIS;BELFORD ROXO;298;
RETIRO FELIZ;BELFORD ROXO;5;
VERMELHO;BELFORD ROXO;2;
AMORIM;BELFORD ROXO;1;
BOM PASTOR;BELFORD ROXO;101;
SHANGRILA BARRO;BELFORD ROXO;109;
PARQUE AMORIM;BELFORD ROXO;50;
JARDIM GLAUCIA;BELFORD ROXO;675;
POSSE;BELFORD ROXO;1;
JARDIM PANORAMA;BELFORD ROXO;3;
ELISABETH ZEQUETE;BELFORD ROXO;2;
SANTA AMELIA;BELFORD ROXO;81;
SANTA MARTA;BELFORD ROXO;62;
HIPERLANDIA;BELFORD ROXO;1;
SAO VINCENTE;BELFORD ROXO;1;
BOA SORTE;BELFORD ROXO;69;
XAVANTES;BELFORD ROXO;12;
RIBASLANDIA;BELFORD ROXO;31;
GRAMA;BELFORD ROXO;1;
MANGUERA;BELFORD ROXO;1;
DEZESSTE;BELFORD ROXO;1;
XANGRILA TORRES;BELFORD ROXO;1;
JARDIM SAO FRANCISCO;BELFORD ROXO;269;
RECANTOS;BELFORD ROXO;14;
SUBLINE;BELFORD ROXO;1;
SAO BERNARDO;BELFORD ROXO;106;
RIBALANDIA;BELFORD ROXO;1;
PILAR;BELFORD ROXO;1;
SOBRINHO;BELFORD ROXO;1;
BARRO VELHO;BELFORD ROXO;1;
FARRULA;BELFORD ROXO;26;
XANGRILA;BELFORD ROXO;1;
VALE DO IPE;BELFORD ROXO;33;
BURITI;BELFORD ROXO;16;
PARQUE ALMORIM;BELFORD ROXO;1;
WONA;BELFORD ROXO;29;
BANCO DE AREIA;BELFORD ROXO;3;
CASTELAR;BELFORD ROXO;155;
VALE DAS MANGUEIRAS;BELFORD ROXO;73;
SUECIA;BELFORD ROXO;1;
SITIO REAL;BELFORD ROXO;138;
ANDRADE ARAUJO;BELFORD ROXO;163;
JACUTINGA;BELFORD ROXO;2;
MARINGA;BELFORD ROXO;37;
SUBLIME;BELFORD ROXO;645;
VILA RICA;BELFORD ROXO;70;
BOA ESPERANCA;BELFORD ROXO;385;
IMPERIO;BELFORD ROXO;1;
RETIRO DOS CALIFAS;BELFORD ROXO;30;
PARQUE ESPERANCA;BELFORD ROXO;304;
BELA VISTA;BELFORD ROXO;50;
SANTA BRANCA;BELFORD ROXO;1;
ANDREIA;BELFORD ROXO;4;
PARRULA;BELFORD ROXO;1;
GOGO DA EMA;BELFORD ROXO;2;
AREIA BRANCA;BELFORD ROXO;574;
INHANGA;BELFORD ROXO;3;
PRATA;BELFORD ROXO;90;
ROSERAL;BELFORD ROXO;7;
DOIS IRMAOS;BELFORD ROXO;212;
CARACOL;BELFORD ROXO;1;
CENTRO;BELFORD ROXO;218;
GUADALUPE;BELFORD ROXO;2;
PARQUE SAO BERNARDO;BELFORD ROXO;302;
ANAPOLIS;BELFORD ROXO;1;
PARQUE SAO JORGE;BELFORD ROXO;211;
LOTE QUINZE;BELFORD ROXO;18;
DA LUZ;BELFORD ROXO;1;
PAULINIA;BELFORD ROXO;1;
SANTA EMILIA;BELFORD ROXO;54;
XAVENTES;BELFORD ROXO;1;
PARQUE SAO JOSE;BELFORD ROXO;655;
SANTA TERESA;BELFORD ROXO;77;
VILA SANTA TERESA;BELFORD ROXO;717;
CASTELLAR;BELFORD ROXO;1;
VITEIRO DOS CALIFAS;BELFORD ROXO;1;
VILARINHO;BELFORD ROXO;24;
ELISABET FECHET;BELFORD ROXO;2;
CHAGRILA;BELFORD ROXO;1;
SANTA MARIA;BELFORD ROXO;45;
VILA PAULINA;BELFORD ROXO;77;
BACELAR;BELFORD ROXO;1;
PENAPOLIS;BELFORD ROXO;70;
MACHADO;BELFORD ROXO;9;
VARZEA DA ALEGRIA;BELFORD ROXO;1;
DOS CALIFAS;BELFORD ROXO;1;
JABUI;BELFORD ROXO;1;
PIA;BELFORD ROXO;29;
TIJUCA;BELFORD ROXO;1;
DIMAS FILHO;BELFORD ROXO;12;
GRACAS DAS;BELFORD ROXO;1;
PALMEIRAS;BELFORD ROXO;9;
MANGUEIRA;BELFORD ROXO;1;
PEIXOTO;BELFORD ROXO;19;
AMELIA;BELFORD ROXO;18;
VILA SANTA RITA;BELFORD ROXO;21;
SAO LEOPOLDO;BELFORD ROXO;170;
ITAUPU;BELFORD ROXO;1;
PAIM;BELFORD ROXO;1;
ORQUIDEAS;BELFORD ROXO;6;
NOVA AURORA;BELFORD ROXO;246;
JRODRIGUES;BELFORD ROXO;2;
JARDIM DIMAS FILHO;BELFORD ROXO;633;
VERGEL DOS FELIX;BELFORD ROXO;39;
TRES IRMAOS;BELFORD ROXO;2;
JARDIM VILA ESPELHO;BELFORD ROXO;3;
CALIFAS;BELFORD ROXO;2;
MARCOVALDE;BELFORD ROXO;1;
AMBAI;BELFORD ROXO;1;
CHAVANTI;BELFORD ROXO;1;
VILA NOVO;BELFORD ROXO;19;
CABUCU;BELFORD ROXO;1;
XANGRILA TORRE;BELFORD ROXO;1;
REDENTOR;BELFORD ROXO;5;
ELIOPOLIS;BELFORD ROXO;3;
APIAM;BELFORD ROXO;1;
NOSSA SENHORA DAS GRACAS;BELFORD ROXO;80;
LUZES;BELFORD ROXO;45;
PINHEIRO;BELFORD ROXO;1;
PRACA SANTA MARTA;BELFORD ROXO;3;
SARGENTO ROCALLI;BELFORD ROXO;71;
JARDIM ANAPOLIS;BELFORD ROXO;21;
VILAR NOVO;BELFORD ROXO;473;
HELIPOLIS;BELFORD ROXO;2;
GUARAJUBA;BELFORD ROXO;1;
ALIANCA;BELFORD ROXO;1;
GENECIANO;BELFORD ROXO;1;
GUAXA;BELFORD ROXO;2;
HINTERLANDIA;BELFORD ROXO;5;
BACIA;BELFORD ROXO;29;
CENTRO;GAROPABA;1;
CHAPADA;MANAUS;1;
BOA VISTA;SAO PEDRO DA ALDEIA;4;
PORTO ALDEIA;SAO PEDRO DA ALDEIA;57;
VINHACEIRO;SAO PEDRO DA ALDEIA;1;
BALNEARIO PARQUE DOS MENINOS;SAO PEDRO DA ALDEIA;26;
PORTO DO CARRO;SAO PEDRO DA ALDEIA;33;
BAUNEARIO;SAO PEDRO DA ALDEIA;1;
SAO MATHEUS FILHINHO;SAO PEDRO DA ALDEIA;9;
BALENARIO DAS CONCHAS;SAO PEDRO DA ALDEIA;13;
BOTAFOGO;SAO PEDRO DA ALDEIA;7;
PONTO DE AMBROSIO;SAO PEDRO DA ALDEIA;4;
PAU FERRO;SAO PEDRO DA ALDEIA;1;
PARQUE ARRUDA;SAO PEDRO DA ALDEIA;3;
BALNEARIO SANTA MARIA;SAO PEDRO DA ALDEIA;2;
BAIXO GRANDE;SAO PEDRO DA ALDEIA;10;
POCO FUNDO;SAO PEDRO DA ALDEIA;17;
JARDIM DAS ACACIAS DOIS;SAO PEDRO DA ALDEIA;1;
BALNEARIO DA ALDEIA;SAO PEDRO DA ALDEIA;1;
ALECRIM;SAO PEDRO DA ALDEIA;6;
PONTILHAO;SAO PEDRO DA ALDEIA;1;
SEPEATIBA;SAO PEDRO DA ALDEIA;2;
FLUMINENSE;SAO PEDRO DA ALDEIA;11;
PORTO D'ALDEIA;SAO PEDRO DA ALDEIA;1;
COLINAS;SAO PEDRO DA ALDEIA;10;
CAMPO REDONDO;SAO PEDRO DA ALDEIA;79;
FOGO;SAO PEDRO DA ALDEIA;2;
MOCORO;SAO PEDRO DA ALDEIA;1;
BALNEARIO DE SAO PEDRO;SAO PEDRO DA ALDEIA;5;
IGUABA;SAO PEDRO DA ALDEIA;1;
DO FOGO;SAO PEDRO DA ALDEIA;1;
PRAIA LINDA;SAO PEDRO DA ALDEIA;22;
JELSE PINHEIRO;SAO PEDRO DA ALDEIA;1;
ESTACAO;SAO PEDRO DA ALDEIA;15;
VIANTEIRO;SAO PEDRO DA ALDEIA;2;
CENTRO;SAO PEDRO DA ALDEIA;48;
MORRO DOS MILAGRES;SAO PEDRO DA ALDEIA;8;
SAO MATEUS FILHINHO;SAO PEDRO DA ALDEIA;6;
MOSSORO;SAO PEDRO DA ALDEIA;2;
SAO JOAO;SAO PEDRO DA ALDEIA;20;
PONTA DE AGUA;SAO PEDRO DA ALDEIA;1;
SAO JOSE;SAO PEDRO DA ALDEIA;4;
VINHANTEIRO;SAO PEDRO DA ALDEIA;1;
RECANTO DO SOL;SAO PEDRO DA ALDEIA;10;
VAZ GRANDE;SAO PEDRO DA ALDEIA;1;
BALNEARES;SAO PEDRO DA ALDEIA;1;
BOQUEIRAO;SAO PEDRO DA ALDEIA;4;
BURITI;SAO PEDRO DA ALDEIA;1;
CAMERUM;SAO PEDRO DA ALDEIA;1;
BALEIA;SAO PEDRO DA ALDEIA;3;
VINHATEIRO;SAO PEDRO DA ALDEIA;13;
PRAIA DO SOL;SAO PEDRO DA ALDEIA;1;
QUIBIRA;CURVELO;1;
VALAO DO BARRO;SAO SEBASTIAO DO ALTO;3;
CENTRO;SAO SEBASTIAO DO ALTO;1;
CENTRO;CAPELA NOVA;1;
JAMATARA;SAPUCAIA;1;
VOLTA DO PEAO;SAPUCAIA;1;
JACUBA;SAPUCAIA;2;
TAQUARA;SAPUCAIA;2;
CENTRO;SAPUCAIA;6;
APARECIDA;SAPUCAIA;1;
RIBEIRA;SAPUCAIA;1;
JAMAPARA;SAPUCAIA;1;
ANTAS;SAPUCAIA;1;
VENEZA;SAPUCAIA;1;
HORTO FLORESTA;ITAPERUNA;3;
RETIRO DE MURIAE;ITAPERUNA;1;
CAPELINHA;ITAPERUNA;1;
FITEIRO;ITAPERUNA;4;
NOVA MARILIA;ITAPERUNA;1;
CRUZEIRO;ITAPERUNA;1;
NITEROI;ITAPERUNA;1;
RAPOSO;ITAPERUNA;7;
RETIRO DE MURIAEL;ITAPERUNA;1;
CAICARA;ITAPERUNA;1;
AEROPORTO;ITAPERUNA;13;
CEABE;ITAPERUNA;1;
ITALVA;ITAPERUNA;1;
CEHAB;ITAPERUNA;7;
NOSSA SENHORA DA PENHA;ITAPERUNA;8;
COMENDADOR VENANCIO;ITAPERUNA;2;
VINHOSA;ITAPERUNA;5;
SAO MATHEUS;ITAPERUNA;2;
SERRARIA;ITAPERUNA;1;
VALE DO SOL;ITAPERUNA;2;
MATADOURO;ITAPERUNA;4;
CARABUCU;ITAPERUNA;1;
RETA;ITAPERUNA;1;
CASTELO;ITAPERUNA;2;
CENTRO;ITAPERUNA;28;
RAQUEL;ITAPERUNA;1;
CIPEIRO;ITAPERUNA;1;
PARQUE INDUSTRIAL;ITAPERUNA;1;
MATINADA;ITAPERUNA;3;
SURUBI;ITAPERUNA;4;
CIDADE NOVA;ITAPERUNA;9;
BOA FORTUNA;ITAPERUNA;3;
HORTO FLORESTAL;ITAPERUNA;4;
BEIRA LINHA;ITAPERUNA;1;
GUARITA;ITAPERUNA;6;
LIONS;ITAPERUNA;1;
AGUAS DE RAPOUSO;ITAPERUNA;1;
ALTOS;ITAPERUNA;1;
ITAJARA;ITAPERUNA;2;
NOSSA SENHORA DAS DORES;DIVINO;1;
NOVA CACAPAVA;CACAPAVA;1;
PARQUE GUARANI;JUIZ DE FORA;1;
FURTADO;JUIZ DE FORA;1;
CIDADE DO SOL;JUIZ DE FORA;1;
SAO PEDRO;JUIZ DE FORA;1;
GRAMA;JUIZ DE FORA;3;
LINHARES;JUIZ DE FORA;2;
ALTO EL DOURADO;JUIZ DE FORA;2;
SANTO ANTONIO;JUIZ DE FORA;1;
TEXEIRAS;JUIZ DE FORA;1;
SANTA LUZIA;JUIZ DE FORA;2;
VILA IDEAL;JUIZ DE FORA;2;
CENTRO;JUIZ DE FORA;2;
FURTADO DE MENEZES;JUIZ DE FORA;1;
DEMOCRATAS;JUIZ DE FORA;1;
SAO BENEDITO;JUIZ DE FORA;2;
SAO JUDAS TADEU;JUIZ DE FORA;1;
MAR DE ESPANHA;JUIZ DE FORA;1;
ELDORADO;JUIZ DE FORA;1;
BICAS;JUIZ DE FORA;1;
SAO MATEUS;JUIZ DE FORA;2;
SAPUCAIA DE MINAS;CHIADOR;2;
BRASILIA;TRAJANO DE MORAIS;1;
NEVES;TRAJANO DE MORAIS;1;
CENTRO;TRAJANO DE MORAIS;6;
REPRESA;TRAJANO DE MORAIS;1;
MARIA MENDONCA;TRAJANO DE MORAIS;2;
RECANTO DO LAGO;SANTA TEREZINHA DE ITAIPU;1;
VORSTALT;BLUMENAU;1;
TRIUNFO;VALENCA;1;
DUDU LOPES;VALENCA;2;
PENTAGNA;VALENCA;1;
HIDELBRANDO LOPES;VALENCA;3;
BARAO DE JUTARANA;VALENCA;1;
BARAO DE JURAPANA;VALENCA;1;
CAMBOTA;VALENCA;2;
RAIA;VALENCA;1;
BARAO DE JUPARANA;VALENCA;10;
PIABAS;VALENCA;1;
RECANTO DAS MARICOTAS;VALENCA;1;
CENTRO;VALENCA;24;
RIO DAS FLORES;VALENCA;1;
JUPARANA;VALENCA;2;
CARAMBITA;VALENCA;1;
CANTEIRO;VALENCA;2;
SAO FRANCISCO;VALENCA;1;
BARROSO;VALENCA;2;
TORRES HOMENS;VALENCA;1;
APARECIDA;VALENCA;3;
CONSERVATORIO;VALENCA;1;
AGUA FRIA;VALENCA;2;
CONSERVATORIA;VALENCA;9;
BENFICA;VALENCA;3;
SUBURBANO;CAMBUCI;1;
TRAVESSAO;CAMBUCI;1;
CENTRO;CAMBUCI;4;
SAO JOAO DO PARAISO;CAMBUCI;3;
CENTRO;BARREIRAS;1;
PEDREIRA;VARJOTA;1;
CAIXA D´AGUA;VARJOTA;1;
VILA  CENTRAL;QUEIMADOS;27;
AVILLAR;QUEIMADOS;1;
COIMBRA;QUEIMADOS;10;
SANXEM;QUEIMADOS;1;
PORTEIRAS;QUEIMADOS;1;
VILA SAO ROQUE;QUEIMADOS;225;
SAO MIGUEL DOIS;QUEIMADOS;11;
PRADOS VERDES;QUEIMADOS;51;
FANSHEN;QUEIMADOS;5;
NOVO ELDORA;QUEIMADOS;1;
CIAGUE;QUEIMADOS;1;
BELMONTES;QUEIMADOS;30;
NOVA ALIANCA;QUEIMADOS;1;
VILA CAMORIM;QUEIMADOS;23;
SANTA CATARINA;QUEIMADOS;9;
FACHEN;QUEIMADOS;1;
SAO FRANCISCO;QUEIMADOS;121;
BAIRRO SAO ROQUE;QUEIMADOS;1;
NOSSA SENHORA DA CONCEICAO;QUEIMADOS;14;
JARDIM GUANDU;QUEIMADOS;39;
VILA AMERICANA;QUEIMADOS;10;
SEPETIBA;QUEIMADOS;2;
VALDARIOSA;QUEIMADOS;13;
SUNCHINE;QUEIMADOS;1;
QUEIMADOS;QUEIMADOS;936;
COQUEIROS;QUEIMADOS;17;
BERTIOGA;QUEIMADOS;4;
VALDORIOSA;QUEIMADOS;4;
BARRO INCONFIDENCIA;QUEIMADOS;1;
VILAR GRANDE;QUEIMADOS;2;
INCONFIDENCIA;QUEIMADOS;20;
JARDIM CAMPO ALEGRE;QUEIMADOS;39;
NOVO ELDORADO;QUEIMADOS;37;
GRANJA ALZIRA;QUEIMADOS;8;
EUCALIPTO;QUEIMADOS;1;
ROSARIO;QUEIMADOS;1;
FAZENDINHA;QUEIMADOS;3;
PEDREIRA;QUEIMADOS;5;
GRAO PARA;QUEIMADOS;1;
SAO JOAO;QUEIMADOS;2;
SANTO EXPEDITO;QUEIMADOS;5;
TRICAMPEAO;QUEIMADOS;5;
LUIZ DE CAMOES;QUEIMADOS;3;
VILA NASCENTE;QUEIMADOS;22;
JURITI;QUEIMADOS;1;
JAQUEIRA;QUEIMADOS;1;
TRES PONTES;QUEIMADOS;11;
PARQUE LUZITANA;QUEIMADOS;20;
SAO JORGE;QUEIMADOS;5;
DA PAZ;QUEIMADOS;11;
SANTA AMELIA;QUEIMADOS;2;
IPIRANGA;QUEIMADOS;2;
CAMARIM;QUEIMADOS;4;
NOVA DOURADO;QUEIMADOS;1;
SAO SILVESTRE;QUEIMADOS;2;
BANANAL;QUEIMADOS;1;
SAO SIMAO;QUEIMADOS;102;
PRIMAVERA;QUEIMADOS;28;
GUIMARAES;QUEIMADOS;1;
SAO MANUEL;QUEIMADOS;2;
PARQUE SAO CARLOS;QUEIMADOS;42;
CARMO DO;QUEIMADOS;18;
PIABAS;QUEIMADOS;50;
ROCADOR;QUEIMADOS;1;
CABACU;QUEIMADOS;1;
ARAUJO;QUEIMADOS;1;
PAZ;QUEIMADOS;29;
JARDIM ALZIRA;QUEIMADOS;202;
VILA COIMBRA;QUEIMADOS;17;
SAO CARLOS;QUEIMADOS;6;
LAGOINHA;QUEIMADOS;14;
RODOVIARIO;QUEIMADOS;12;
